    x            roK  
   196.25000000000000        23.449179033991054     
   198.75000000000000        23.416602117516810     
   201.25000000000003        23.379509334880293     
   203.75000000000000        23.344474194740901     
   206.25000000000000        23.317037522861021     
   208.75000000000003        23.296476494106045     
   211.24999999999997        23.276305674640902     
   213.75000000000003        23.250183154375485     
   216.25000000000000        23.217827628769445     
   218.75000000000000        23.185411504915852     
   221.25000000000003        23.159930371910733     
   223.74999999999997        23.142670855942342     
   226.25000000000003        23.127861426262566     
   228.75000000000000        23.107886300095196     
   231.25000000000000        23.080340695312252     
   233.75000000000003        23.050378867026335     
   236.24999999999997        23.026057358685755     
   238.75000000000003        23.010866840217833     
   241.25000000000006        23.000362260993555     
   243.75000000000000        22.986124388420439     
   246.25000000000003        22.963512604912108     
   248.74999999999997        22.936056600907555     
   251.25000000000003        22.912320875910144     
   253.75000000000006        22.898010657549321     
   256.25000000000000        22.890582034259875     
   258.75000000000006        22.881431234698724     
   261.25000000000000        22.863774340329634     
   263.75000000000000        22.838987580313397     
   266.25000000000006        22.815470978656087     
   268.75000000000000        22.800948890880733     
   271.25000000000006        22.795252542177167     
   273.75000000000000        22.790315025026253     
   276.25000000000000        22.777519456461349     
   278.75000000000006        22.755696820194366     
   281.25000000000000        22.732340970901287     
   283.75000000000006        22.716785728085021     
   286.25000000000000        22.711547259720469     
   288.75000000000000        22.709854059115848     
   291.25000000000006        22.701772640774109     
   293.75000000000000        22.683382654191181     
   296.25000000000006        22.660521202107319     
   298.75000000000000        22.643519968988173     
   301.25000000000000        22.637673733924302     
   303.75000000000006        22.638229036037636     
   306.25000000000000        22.634627886739125     
   308.75000000000006        22.620216921490083     
   311.25000000000000        22.598488940977862     
   313.75000000000000        22.579999326846121     
   316.25000000000006        22.572670141901938     
   318.75000000000000        22.574383181438694     
   321.25000000000006        22.574779811308776     
   323.75000000000000        22.564742443383722     
   326.25000000000000        22.544872581109150     
   328.75000000000006        22.525075989083714     
   331.25000000000000        22.515501907384376     
   333.75000000000006        22.517116296672999     
   336.25000000000000        22.520655958427788     
   338.75000000000000        22.515061989723300     
   341.25000000000006        22.497706983871542     
   343.75000000000000        22.476950018160512     
   346.25000000000006        22.464534320537712     
   348.75000000000000        22.464733352157033     
   351.25000000000000        22.470269968184802     
   353.75000000000006        22.468893658634109     
   356.25000000000000        22.454667087362562     
   358.75000000000006        22.433558396135087     
   361.25000000000000        22.418070642207056     
   363.75000000000000        22.415735532370363     
   366.25000000000006        22.422057876334790     
   368.75000000000000        22.424516250008956     
   371.25000000000006        22.414062152822389     
   373.75000000000000        22.393556905066454     
   376.25000000000000        22.375281333791705     
   378.75000000000006        22.369679462223786     
   381.25000000000000        22.375654397666636     
   383.75000000000006        22.381433228582026     
   386.25000000000000        22.375338865268468     
   388.75000000000000        22.356614075342698     
   391.25000000000006        22.336265714343384     
   393.75000000000000        22.327017157542535     
   396.25000000000006        22.331540192727680     
   398.75000000000000        22.339849806785285     
