  0.9034634E-01  0.1070472E+00  0.1275854E+00  0.1508724E+00  0.1991211E+00  0.2436900E+00  0.2604851E+00  0.2746784E+00  0.2880966E+00  0.3018387E+00  0.3167663E+00  0.3336882E+00  0.3534646E+00  0.3770880E+00  0.4057643E+00  0.4410124E+00  0.4847897E+00  0.5396647E+00  0.6090467E+00  0.6975015E+00  0.8111599E+00  0.9582070E+00  0.1149372E+01  0.1398071E+01  0.1719360E+01  0.2125764E+01  0.2616546E+01  0.3157504E+01  0.3658066E+01  0.3977264E+01  0.3995543E+01  0.3709987E+01  0.3236567E+01  0.2715870E+01  0.2237780E+01  0.1831790E+01  0.1484833E+01  0.1125982E+01  0.8900334E+00  0.7014861E+00  0.5647054E+00
  0.9034033E-01  0.1070398E+00  0.1275760E+00  0.1508608E+00  0.1991052E+00  0.2436699E+00  0.2604627E+00  0.2746538E+00  0.2880697E+00  0.3018094E+00  0.3167341E+00  0.3336527E+00  0.3534250E+00  0.3770433E+00  0.4057130E+00  0.4409528E+00  0.4847193E+00  0.5395801E+00  0.6089433E+00  0.6973729E+00  0.8109974E+00  0.9579984E+00  0.1149101E+01  0.1397713E+01  0.1718887E+01  0.2125138E+01  0.2615729E+01  0.3156469E+01  0.3656826E+01  0.3975892E+01  0.3994165E+01  0.3708731E+01  0.3235508E+01  0.2715024E+01  0.2237121E+01  0.1831283E+01  0.1484448E+01  0.1125706E+01  0.8898284E+00  0.7013348E+00  0.5645916E+00
  0.9032240E-01  0.1070175E+00  0.1275481E+00  0.1508262E+00  0.1990577E+00  0.2436097E+00  0.2603959E+00  0.2745806E+00  0.2879898E+00  0.3017222E+00  0.3166384E+00  0.3335469E+00  0.3533069E+00  0.3769099E+00  0.4055603E+00  0.4407753E+00  0.4845096E+00  0.5393281E+00  0.6086352E+00  0.6969899E+00  0.8105133E+00  0.9573768E+00  0.1148292E+01  0.1396649E+01  0.1717477E+01  0.2123273E+01  0.2613294E+01  0.3153387E+01  0.3653132E+01  0.3971805E+01  0.3990061E+01  0.3704989E+01  0.3232355E+01  0.2712502E+01  0.2235159E+01  0.1829775E+01  0.1483301E+01  0.1124881E+01  0.8892175E+00  0.7008842E+00  0.5642525E+00
  0.9029229E-01  0.1069800E+00  0.1275013E+00  0.1507682E+00  0.1989780E+00  0.2435087E+00  0.2602837E+00  0.2744576E+00  0.2878556E+00  0.3015756E+00  0.3164776E+00  0.3333691E+00  0.3531086E+00  0.3766859E+00  0.4053038E+00  0.4404772E+00  0.4841574E+00  0.5389050E+00  0.6081180E+00  0.6963470E+00  0.8097006E+00  0.9563336E+00  0.1146934E+01  0.1394862E+01  0.1715111E+01  0.2120144E+01  0.2609208E+01  0.3148216E+01  0.3646935E+01  0.3964947E+01  0.3983174E+01  0.3698712E+01  0.3227065E+01  0.2708271E+01  0.2231867E+01  0.1827244E+01  0.1481377E+01  0.1123497E+01  0.8881922E+00  0.7001279E+00  0.5636831E+00
  0.9024982E-01  0.1069271E+00  0.1274352E+00  0.1506864E+00  0.1988655E+00  0.2433662E+00  0.2601254E+00  0.2742841E+00  0.2876663E+00  0.3013688E+00  0.3162507E+00  0.3331185E+00  0.3528289E+00  0.3763700E+00  0.4049422E+00  0.4400568E+00  0.4836609E+00  0.5383085E+00  0.6073890E+00  0.6954407E+00  0.8085552E+00  0.9548634E+00  0.1145021E+01  0.1392345E+01  0.1711777E+01  0.2115735E+01  0.2603453E+01  0.3140933E+01  0.3638206E+01  0.3955290E+01  0.3973476E+01  0.3689870E+01  0.3219614E+01  0.2702311E+01  0.2227230E+01  0.1823678E+01  0.1478665E+01  0.1121547E+01  0.8867474E+00  0.6990619E+00  0.5628807E+00
  0.9019480E-01  0.1068587E+00  0.1273496E+00  0.1505805E+00  0.1987199E+00  0.2431817E+00  0.2599204E+00  0.2740594E+00  0.2874211E+00  0.3011010E+00  0.3159570E+00  0.3327940E+00  0.3524668E+00  0.3759611E+00  0.4044741E+00  0.4395127E+00  0.4830182E+00  0.5375365E+00  0.6064457E+00  0.6942681E+00  0.8070735E+00  0.9529616E+00  0.1142546E+01  0.1389089E+01  0.1707467E+01  0.2110035E+01  0.2596014E+01  0.3131518E+01  0.3626925E+01  0.3942808E+01  0.3960941E+01  0.3678442E+01  0.3209983E+01  0.2694607E+01  0.2221234E+01  0.1819066E+01  0.1475158E+01  0.1119026E+01  0.8848785E+00  0.6976830E+00  0.5618426E+00
  0.9012705E-01  0.1067744E+00  0.1272442E+00  0.1504500E+00  0.1985406E+00  0.2429546E+00  0.2596681E+00  0.2737829E+00  0.2871193E+00  0.3007715E+00  0.3155956E+00  0.3323946E+00  0.3520212E+00  0.3754580E+00  0.4038982E+00  0.4388435E+00  0.4822278E+00  0.5365871E+00  0.6052857E+00  0.6928265E+00  0.8052521E+00  0.9506244E+00  0.1139505E+01  0.1385089E+01  0.1702173E+01  0.2103035E+01  0.2586879E+01  0.3119959E+01  0.3613075E+01  0.3927484E+01  0.3945553E+01  0.3664412E+01  0.3198158E+01  0.2685145E+01  0.2213871E+01  0.1813402E+01  0.1470850E+01  0.1115927E+01  0.8825818E+00  0.6959883E+00  0.5605665E+00
  0.9004642E-01  0.1066741E+00  0.1271188E+00  0.1502948E+00  0.1983272E+00  0.2426843E+00  0.2593679E+00  0.2734538E+00  0.2867603E+00  0.3003795E+00  0.3151657E+00  0.3319196E+00  0.3514912E+00  0.3748597E+00  0.4032133E+00  0.4380477E+00  0.4812881E+00  0.5354587E+00  0.6039073E+00  0.6911137E+00  0.8030884E+00  0.9478485E+00  0.1135895E+01  0.1380341E+01  0.1695889E+01  0.2094728E+01  0.2576040E+01  0.3106246E+01  0.3596646E+01  0.3909308E+01  0.3927301E+01  0.3647769E+01  0.3184129E+01  0.2673920E+01  0.2205132E+01  0.1806679E+01  0.1465735E+01  0.1112248E+01  0.8798544E+00  0.6939753E+00  0.5590506E+00
  0.8995274E-01  0.1065576E+00  0.1269731E+00  0.1501145E+00  0.1980794E+00  0.2423704E+00  0.2590192E+00  0.2730717E+00  0.2863434E+00  0.2999243E+00  0.3146664E+00  0.3313681E+00  0.3508760E+00  0.3741652E+00  0.4024186E+00  0.4371244E+00  0.4801980E+00  0.5341498E+00  0.6023087E+00  0.6891279E+00  0.8005804E+00  0.9446316E+00  0.1131711E+01  0.1374841E+01  0.1688612E+01  0.2085111E+01  0.2563493E+01  0.3090375E+01  0.3577634E+01  0.3888277E+01  0.3906181E+01  0.3628510E+01  0.3167892E+01  0.2660925E+01  0.2195014E+01  0.1798893E+01  0.1459811E+01  0.1107985E+01  0.8766939E+00  0.6916421E+00  0.5572932E+00
  0.8984586E-01  0.1064246E+00  0.1268068E+00  0.1499088E+00  0.1977967E+00  0.2420123E+00  0.2586215E+00  0.2726359E+00  0.2858679E+00  0.2994052E+00  0.3140973E+00  0.3307395E+00  0.3501748E+00  0.3733737E+00  0.4015129E+00  0.4360725E+00  0.4789563E+00  0.5326593E+00  0.6004887E+00  0.6868675E+00  0.7977264E+00  0.9409720E+00  0.1126954E+01  0.1368588E+01  0.1680340E+01  0.2074182E+01  0.2549239E+01  0.3072348E+01  0.3556042E+01  0.3864393E+01  0.3882197E+01  0.3606638E+01  0.3149450E+01  0.2646162E+01  0.2183517E+01  0.1790043E+01  0.1453075E+01  0.1103138E+01  0.8730988E+00  0.6889876E+00  0.5552933E+00
  0.8972562E-01  0.1062751E+00  0.1266199E+00  0.1496774E+00  0.1974788E+00  0.2416097E+00  0.2581743E+00  0.2721460E+00  0.2853335E+00  0.2988217E+00  0.3134575E+00  0.3300329E+00  0.3493868E+00  0.3724844E+00  0.4004957E+00  0.4348911E+00  0.4775621E+00  0.5309862E+00  0.5984462E+00  0.6843316E+00  0.7945256E+00  0.9368689E+00  0.1121621E+01  0.1361581E+01  0.1671075E+01  0.2061943E+01  0.2533282E+01  0.3052172E+01  0.3531881E+01  0.3837669E+01  0.3855360E+01  0.3582162E+01  0.3128808E+01  0.2629634E+01  0.2170642E+01  0.1780130E+01  0.1445527E+01  0.1097706E+01  0.8690686E+00  0.6860110E+00  0.5530501E+00
  0.8959189E-01  0.1061088E+00  0.1264120E+00  0.1494202E+00  0.1971254E+00  0.2411620E+00  0.2576773E+00  0.2716014E+00  0.2847394E+00  0.2981733E+00  0.3127467E+00  0.3292479E+00  0.3485115E+00  0.3714968E+00  0.3993661E+00  0.4335796E+00  0.4760147E+00  0.5291297E+00  0.5961807E+00  0.6815197E+00  0.7909775E+00  0.9323223E+00  0.1115714E+01  0.1353823E+01  0.1660819E+01  0.2048401E+01  0.2515631E+01  0.3029859E+01  0.3505165E+01  0.3808123E+01  0.3825689E+01  0.3555098E+01  0.3105980E+01  0.2611351E+01  0.2156394E+01  0.1769156E+01  0.1437170E+01  0.1091688E+01  0.8646034E+00  0.6827121E+00  0.5505633E+00
  0.8944453E-01  0.1059256E+00  0.1261829E+00  0.1491368E+00  0.1967360E+00  0.2406690E+00  0.2571298E+00  0.2710017E+00  0.2840854E+00  0.2974595E+00  0.3119642E+00  0.3283840E+00  0.3475484E+00  0.3704103E+00  0.3981236E+00  0.4321374E+00  0.4743137E+00  0.5270896E+00  0.5936919E+00  0.6784316E+00  0.7870825E+00  0.9273331E+00  0.1109235E+01  0.1345316E+01  0.1649579E+01  0.2033564E+01  0.2496297E+01  0.3005427E+01  0.3475918E+01  0.3775781E+01  0.3793210E+01  0.3525470E+01  0.3080983E+01  0.2591325E+01  0.2140784E+01  0.1757128E+01  0.1428006E+01  0.1085089E+01  0.8597042E+00  0.6790915E+00  0.5478331E+00
  0.8928341E-01  0.1057252E+00  0.1259326E+00  0.1488271E+00  0.1963106E+00  0.2401303E+00  0.2565317E+00  0.2703465E+00  0.2833709E+00  0.2966798E+00  0.3111097E+00  0.3274407E+00  0.3464969E+00  0.3692244E+00  0.3967679E+00  0.4305643E+00  0.4724587E+00  0.5248656E+00  0.5909798E+00  0.6750679E+00  0.7828415E+00  0.9219030E+00  0.1102186E+01  0.1336065E+01  0.1637361E+01  0.2017444E+01  0.2475300E+01  0.2978900E+01  0.3444170E+01  0.3740678E+01  0.3757958E+01  0.3493308E+01  0.3053842E+01  0.2569574E+01  0.2123822E+01  0.1744054E+01  0.1418042E+01  0.1077910E+01  0.8543730E+00  0.6751501E+00  0.5448600E+00
  0.8910843E-01  0.1055077E+00  0.1256607E+00  0.1484909E+00  0.1958487E+00  0.2395456E+00  0.2558826E+00  0.2696355E+00  0.2825957E+00  0.2958340E+00  0.3101828E+00  0.3264177E+00  0.3453568E+00  0.3679389E+00  0.3952987E+00  0.4288599E+00  0.4704498E+00  0.5224579E+00  0.5880448E+00  0.6714293E+00  0.7782561E+00  0.9160347E+00  0.1094572E+01  0.1326078E+01  0.1624175E+01  0.2000054E+01  0.2452659E+01  0.2950307E+01  0.3409959E+01  0.3702855E+01  0.3719975E+01  0.3458649E+01  0.3024586E+01  0.2546120E+01  0.2105525E+01  0.1729945E+01  0.1407283E+01  0.1070156E+01  0.8486126E+00  0.6708897E+00  0.5416451E+00
  0.8891946E-01  0.1052728E+00  0.1253672E+00  0.1481279E+00  0.1953503E+00  0.2389145E+00  0.2551821E+00  0.2688684E+00  0.2817594E+00  0.2949216E+00  0.3091833E+00  0.3253147E+00  0.3441279E+00  0.3665536E+00  0.3937159E+00  0.4270244E+00  0.4682870E+00  0.5198668E+00  0.5848878E+00  0.6675172E+00  0.7733284E+00  0.9097315E+00  0.1086399E+01  0.1315361E+01  0.1610035E+01  0.1981415E+01  0.2428401E+01  0.2919682E+01  0.3373327E+01  0.3662362E+01  0.3679311E+01  0.3421538E+01  0.2993251E+01  0.2520990E+01  0.2085911E+01  0.1714812E+01  0.1395739E+01  0.1061833E+01  0.8424267E+00  0.6663127E+00  0.5381897E+00
  0.8871642E-01  0.1050205E+00  0.1250520E+00  0.1477381E+00  0.1948149E+00  0.2382369E+00  0.2544301E+00  0.2680450E+00  0.2808618E+00  0.2939426E+00  0.3081108E+00  0.3241315E+00  0.3428100E+00  0.3650683E+00  0.3920195E+00  0.4250578E+00  0.4659708E+00  0.5170932E+00  0.5815098E+00  0.6633335E+00  0.7680615E+00  0.9029981E+00  0.1077672E+01  0.1303926E+01  0.1594955E+01  0.1961547E+01  0.2402556E+01  0.2887068E+01  0.3334326E+01  0.3619258E+01  0.3636023E+01  0.3382026E+01  0.2959879E+01  0.2494214E+01  0.2065003E+01  0.1698673E+01  0.1383421E+01  0.1052949E+01  0.8358200E+00  0.6614219E+00  0.5344959E+00
  0.8849922E-01  0.1047506E+00  0.1247148E+00  0.1473212E+00  0.1942426E+00  0.2375125E+00  0.2536263E+00  0.2671650E+00  0.2799027E+00  0.2928967E+00  0.3069654E+00  0.3228681E+00  0.3414031E+00  0.3634833E+00  0.3902097E+00  0.4229607E+00  0.4635018E+00  0.5141380E+00  0.5779125E+00  0.6588806E+00  0.7624587E+00  0.8958396E+00  0.1068399E+01  0.1291784E+01  0.1578952E+01  0.1940475E+01  0.2375159E+01  0.2852511E+01  0.3293014E+01  0.3573606E+01  0.3590177E+01  0.3340172E+01  0.2924517E+01  0.2465829E+01  0.2042827E+01  0.1681546E+01  0.1370342E+01  0.1043510E+01  0.8287979E+00  0.6562211E+00  0.5305659E+00
  0.8826776E-01  0.1044630E+00  0.1243557E+00  0.1468773E+00  0.1936331E+00  0.2367412E+00  0.2527705E+00  0.2662283E+00  0.2788820E+00  0.2917838E+00  0.3057468E+00  0.3215244E+00  0.3399072E+00  0.3617986E+00  0.3882869E+00  0.4207334E+00  0.4608808E+00  0.5110025E+00  0.5740979E+00  0.6541613E+00  0.7565245E+00  0.8882623E+00  0.1058591E+01  0.1278948E+01  0.1562045E+01  0.1918227E+01  0.2346249E+01  0.2816061E+01  0.3249455E+01  0.3525481E+01  0.3541847E+01  0.3296041E+01  0.2887218E+01  0.2435876E+01  0.2019411E+01  0.1663450E+01  0.1356515E+01  0.1033528E+01  0.8213669E+00  0.6507145E+00  0.5264028E+00
  0.8802199E-01  0.1041577E+00  0.1239744E+00  0.1464061E+00  0.1929864E+00  0.2359229E+00  0.2518628E+00  0.2652349E+00  0.2777997E+00  0.2906039E+00  0.3044553E+00  0.3201005E+00  0.3383225E+00  0.3600145E+00  0.3862514E+00  0.4183767E+00  0.4581090E+00  0.5076882E+00  0.5700682E+00  0.6491791E+00  0.7502636E+00  0.8802735E+00  0.1048257E+01  0.1265434E+01  0.1544257E+01  0.1894834E+01  0.2315869E+01  0.2777778E+01  0.3203722E+01  0.3474963E+01  0.3491113E+01  0.3249706E+01  0.2848041E+01  0.2404397E+01  0.1994789E+01  0.1644410E+01  0.1341958E+01  0.1023012E+01  0.8135344E+00  0.6449071E+00  0.5220097E+00
  0.8776184E-01  0.1038346E+00  0.1235711E+00  0.1459077E+00  0.1923024E+00  0.2350575E+00  0.2509030E+00  0.2641846E+00  0.2766557E+00  0.2893571E+00  0.3030908E+00  0.3185967E+00  0.3366494E+00  0.3581315E+00  0.3841040E+00  0.4158916E+00  0.4551876E+00  0.5041972E+00  0.5658261E+00  0.6439377E+00  0.7436818E+00  0.8718811E+00  0.1037409E+01  0.1251257E+01  0.1525611E+01  0.1870330E+01  0.2284068E+01  0.2737724E+01  0.3155892E+01  0.3422138E+01  0.3438064E+01  0.3201245E+01  0.2807050E+01  0.2371443E+01  0.1968996E+01  0.1624452E+01  0.1326687E+01  0.1011975E+01  0.8053087E+00  0.6388044E+00  0.5173906E+00
  0.8748727E-01  0.1034936E+00  0.1231455E+00  0.1453819E+00  0.1915809E+00  0.2341450E+00  0.2498910E+00  0.2630776E+00  0.2754501E+00  0.2880435E+00  0.3016536E+00  0.3170132E+00  0.3348883E+00  0.3561503E+00  0.3818455E+00  0.4132792E+00  0.4521183E+00  0.5005316E+00  0.5613748E+00  0.6384418E+00  0.7367852E+00  0.8630941E+00  0.1026060E+01  0.1236438E+01  0.1506134E+01  0.1844754E+01  0.2250895E+01  0.2695967E+01  0.3106048E+01  0.3367103E+01  0.3382793E+01  0.3150744E+01  0.2764314E+01  0.2337066E+01  0.1942071E+01  0.1603602E+01  0.1310724E+01  0.1000431E+01  0.7966989E+00  0.6324126E+00  0.5125497E+00
  0.8719823E-01  0.1031348E+00  0.1226977E+00  0.1448287E+00  0.1908221E+00  0.2331854E+00  0.2488271E+00  0.2619139E+00  0.2741831E+00  0.2866633E+00  0.3001439E+00  0.3153504E+00  0.3330396E+00  0.3540713E+00  0.3794768E+00  0.4105409E+00  0.4489028E+00  0.4966939E+00  0.5567178E+00  0.6326960E+00  0.7295809E+00  0.8539223E+00  0.1014224E+01  0.1220995E+01  0.1485855E+01  0.1818144E+01  0.2216407E+01  0.2652580E+01  0.3054283E+01  0.3309959E+01  0.3325404E+01  0.3098293E+01  0.2719909E+01  0.2301323E+01  0.1914056E+01  0.1581892E+01  0.1294089E+01  0.9883938E+00  0.7877152E+00  0.6257387E+00  0.5074916E+00
  0.8689470E-01  0.1027580E+00  0.1222276E+00  0.1442483E+00  0.1900260E+00  0.2321787E+00  0.2477112E+00  0.2606937E+00  0.2728549E+00  0.2852168E+00  0.2985621E+00  0.3136087E+00  0.3311040E+00  0.3518957E+00  0.3769991E+00  0.4076780E+00  0.4455432E+00  0.4926870E+00  0.5518589E+00  0.6267059E+00  0.7220763E+00  0.8443765E+00  0.1001915E+01  0.1204951E+01  0.1464804E+01  0.1790544E+01  0.2180664E+01  0.2607642E+01  0.3000691E+01  0.3250813E+01  0.3266004E+01  0.3043991E+01  0.2673913E+01  0.2264277E+01  0.1884997E+01  0.1559354E+01  0.1276807E+01  0.9758793E+00  0.7783684E+00  0.6187900E+00  0.5022217E+00
  0.8657666E-01  0.1023633E+00  0.1217353E+00  0.1436405E+00  0.1891926E+00  0.2311250E+00  0.2465436E+00  0.2594172E+00  0.2714657E+00  0.2837043E+00  0.2969087E+00  0.3117888E+00  0.3290823E+00  0.3496242E+00  0.3744136E+00  0.4046924E+00  0.4420418E+00  0.4885139E+00  0.5468025E+00  0.6204773E+00  0.7142797E+00  0.8344681E+00  0.9891513E+00  0.1188328E+01  0.1443014E+01  0.1762001E+01  0.2143727E+01  0.2561236E+01  0.2945375E+01  0.3189779E+01  0.3204707E+01  0.2987939E+01  0.2626412E+01  0.2225991E+01  0.1854941E+01  0.1536023E+01  0.1258902E+01  0.9629048E+00  0.7686703E+00  0.6115746E+00  0.4967455E+00
  0.8624412E-01  0.1019508E+00  0.1212208E+00  0.1430054E+00  0.1883219E+00  0.2300246E+00  0.2453244E+00  0.2580845E+00  0.2700158E+00  0.2821262E+00  0.2951842E+00  0.3098914E+00  0.3269752E+00  0.3472580E+00  0.3717217E+00  0.4015859E+00  0.4384012E+00  0.4841780E+00  0.5415531E+00  0.6140166E+00  0.7061999E+00  0.8242097E+00  0.9759491E+00  0.1171151E+01  0.1420520E+01  0.1732561E+01  0.2105664E+01  0.2513447E+01  0.2888441E+01  0.3126978E+01  0.3141636E+01  0.2930247E+01  0.2577493E+01  0.2186533E+01  0.1823940E+01  0.1511936E+01  0.1240400E+01  0.9494882E+00  0.7586336E+00  0.6041013E+00  0.4910691E+00
  0.8589707E-01  0.1015203E+00  0.1206841E+00  0.1423431E+00  0.1874143E+00  0.2288776E+00  0.2440538E+00  0.2566962E+00  0.2685057E+00  0.2804831E+00  0.2933892E+00  0.3079171E+00  0.3247839E+00  0.3447984E+00  0.3689252E+00  0.3983607E+00  0.4346241E+00  0.4796832E+00  0.5361157E+00  0.6073307E+00  0.6978464E+00  0.8136142E+00  0.9623271E+00  0.1153446E+01  0.1397358E+01  0.1702278E+01  0.2066543E+01  0.2464368E+01  0.2830001E+01  0.3062535E+01  0.3076913E+01  0.2871027E+01  0.2527250E+01  0.2145976E+01  0.1792045E+01  0.1487133E+01  0.1221329E+01  0.9356488E+00  0.7482715E+00  0.5963792E+00  0.4851991E+00
  0.8553554E-01  0.1010720E+00  0.1201254E+00  0.1416538E+00  0.1864697E+00  0.2276843E+00  0.2427323E+00  0.2552525E+00  0.2669359E+00  0.2787754E+00  0.2915244E+00  0.3058669E+00  0.3225093E+00  0.3422467E+00  0.3660258E+00  0.3950189E+00  0.4307135E+00  0.4750332E+00  0.5304958E+00  0.6004269E+00  0.6892293E+00  0.8026957E+00  0.9483049E+00  0.1135241E+01  0.1373566E+01  0.1671203E+01  0.2026437E+01  0.2414092E+01  0.2770171E+01  0.2996578E+01  0.3010671E+01  0.2810397E+01  0.2475779E+01  0.2104394E+01  0.1759314E+01  0.1461653E+01  0.1201720E+01  0.9214067E+00  0.7375983E+00  0.5884183E+00  0.4791422E+00
  0.8515957E-01  0.1006059E+00  0.1195446E+00  0.1409375E+00  0.1854885E+00  0.2264449E+00  0.2413601E+00  0.2537539E+00  0.2653069E+00  0.2770040E+00  0.2895906E+00  0.3037418E+00  0.3201528E+00  0.3396045E+00  0.3630253E+00  0.3915632E+00  0.4266726E+00  0.4702325E+00  0.5246991E+00  0.5933128E+00  0.6803591E+00  0.7914688E+00  0.9339027E+00  0.1116564E+01  0.1349185E+01  0.1639391E+01  0.1985421E+01  0.2362718E+01  0.2709071E+01  0.2929243E+01  0.2943043E+01  0.2748477E+01  0.2423180E+01  0.2061864E+01  0.1725804E+01  0.1435540E+01  0.1181603E+01  0.9067832E+00  0.7266287E+00  0.5802288E+00  0.4729059E+00
