    x            roK  
   3.7500000000000004        10.272899783327826     
   6.2500000000000000        11.526717615588002     
   8.7500000000000000        13.838034104493087     
   11.250000000000000        16.951304292062474     
   13.750000000000002        20.355168444597300     
   16.250000000000004        23.502966250616023     
   18.750000000000000        26.003206710270319     
   21.250000000000004        27.699893049818801     
   23.750000000000000        28.642193627430778     
   26.250000000000000        28.997155412322115     
   28.750000000000004        28.964182662145610     
   31.250000000000000        28.720603972299319     
   33.750000000000000        28.397086517184107     
   36.250000000000007        28.071134005088034     
   38.750000000000000        27.772661622597056     
   41.250000000000000        27.500880184308009     
   43.750000000000000        27.247344304456767     
   46.250000000000000        27.012779007833025     
   48.750000000000007        26.807365512043162     
   51.249999999999993        26.637397743714395     
   53.750000000000007        26.493670298873191     
   56.250000000000000        26.355280021798677     
   58.750000000000014        26.206887946273241     
   61.250000000000007        26.052836538717486     
   63.749999999999993        25.913057426827770     
   66.250000000000014        25.803070377652702     
   68.750000000000000        25.716888214226170     
   71.250000000000014        25.630316390936308     
   73.750000000000000        25.522970026399250     
   76.250000000000000        25.398401170284380     
   78.750000000000014        25.282084156398604     
   81.250000000000000        25.197601970013544     
   83.750000000000014        25.143027252459326     
   86.250000000000000        25.090783927491216     
   88.750000000000000        25.012671514530858     
   91.250000000000014        24.907141682559217     
   93.750000000000000        24.802315293955562     
   96.250000000000014        24.730340657737866     
   98.750000000000000        24.696347413876474     
   101.25000000000001        24.671800601545844     
   103.75000000000001        24.620026720955774     
   106.25000000000000        24.530971050086251     
   108.74999999999999        24.432149849117426     
   111.25000000000000        24.364047764246976     
   113.75000000000001        24.341850137644236     
   116.25000000000001        24.339576521734728     
   118.75000000000000        24.312873875542856     
   121.25000000000001        24.240429963727344     
   123.75000000000000        24.145256579022700     
   126.25000000000001        24.074639366864776     
   128.75000000000000        24.056101478203491     
   131.25000000000000        24.070325068580416     
   133.75000000000000        24.067498487152321     
   136.25000000000000        24.013295579985041     
   138.75000000000003        23.921979682810893     
   141.25000000000000        23.844714496046826     
   143.75000000000000        23.822466322245582     
   146.25000000000000        23.846807560876545     
   148.75000000000000        23.866024056259995     
   151.25000000000003        23.832373361437504     
   153.75000000000000        23.747259564676611     
   156.25000000000000        23.661565517118028     
   158.75000000000000        23.629302176982172     
   161.25000000000000        23.656756780417282     
   163.75000000000003        23.694955908272153     
   166.25000000000000        23.683950340891560     
   168.75000000000000        23.608847103913106     
   171.25000000000000        23.515190909148977     
   173.75000000000000        23.467963086447856     
   176.25000000000003        23.491058996628375     
   178.75000000000000        23.543573572621945     
   181.25000000000000        23.556270550146206     
   183.75000000000000        23.495718400136010     
   186.25000000000000        23.396650232578935     
   188.75000000000003        23.331271764413792     
   191.25000000000000        23.342566325331290     
   193.75000000000000        23.403175808737583     
   196.25000000000000        23.439109581932183     
   198.75000000000000        23.397786145973573     
   201.25000000000003        23.297811577418273     
   203.75000000000000        23.213386580440467     
   206.25000000000000        23.206268417936890     
   208.75000000000003        23.267659812665311     
   211.24999999999997        23.324663113764323     
   213.75000000000003        23.306854687544050     
   216.25000000000000        23.212169073354062     
   218.75000000000000        23.110461859325689     
   221.25000000000003        23.079936707267905     
   223.74999999999997        23.134279649206029     
   226.25000000000003        23.208375842754371     
   228.75000000000000        23.217298370549592     
   231.25000000000000        23.135134954023467     
   233.75000000000003        23.020487420926941     
   236.24999999999997        22.963653334340695     
   238.75000000000003        23.003072139488623     
   241.25000000000006        23.088342722347775     
   243.75000000000000        23.125318050792522     
   246.25000000000003        23.062953939189935     
   248.74999999999997        22.941788661683368     
   251.25000000000003        22.858049002277035     
   253.75000000000006        22.875111263447778     
   256.25000000000000        22.963776843123593     
   258.75000000000006        23.027605619948083     
   261.25000000000000        22.991398145461027     
   263.75000000000000        22.871638026335535     
   266.25000000000006        22.762923654317806     
   268.75000000000000        22.751399831325756     
   271.25000000000006        22.834404231437482     
   273.75000000000000        22.921262622492478     
   276.25000000000000        22.916019043159956     
   278.75000000000006        22.806621742758466     
   281.25000000000000        22.677681021652614     
   283.75000000000006        22.633529793446385     
   286.25000000000000        22.701547678589790     
   288.75000000000000        22.805331247699048     
   291.25000000000006        22.833909027727486     
   293.75000000000000        22.744320624860997     
   296.25000000000006        22.602750593570029     
   298.75000000000000        22.524905451347230     
   301.25000000000000        22.569335972676321     
   303.75000000000006        22.682071372926348     
   306.25000000000000        22.744892968635604     
   308.75000000000006        22.684115718821474     
   311.25000000000000        22.539791885048636     
   313.75000000000000        22.430382646704992     
   316.25000000000006        22.444015513529859     
   318.75000000000000        22.556160333084172     
   321.25000000000006        22.650617759437537     
   323.75000000000000        22.625970146641912     
   326.25000000000000        22.489982280576445     
   328.75000000000006        22.354101267417981     
   331.25000000000000        22.331610779347393     
   333.75000000000006        22.432512704450520     
   336.25000000000000        22.552673598019322     
   338.75000000000000        22.568741571524974     
   341.25000000000006        22.452325632331789     
   343.75000000000000        22.297754788654835     
   346.25000000000006        22.236374548222987     
   348.75000000000000        22.315239971452534     
   351.25000000000000        22.452243055173945     
   353.75000000000006        22.510415546725163     
   356.25000000000000        22.424189894586569     
   358.75000000000006        22.261234595113052     
   361.25000000000000        22.161593132331802     
   363.75000000000000        22.208848183808779     
   366.25000000000006        22.351848190045587     
   368.75000000000000        22.450286368801461     
   371.25000000000006        22.403573090087775     
   373.75000000000000        22.244645785217759     
   376.25000000000000        22.111261657964555     
   378.75000000000006        22.119734366015635     
   381.25000000000000        22.256858745157473     
   383.75000000000006        22.390449187478978     
   386.25000000000000        22.390290932440816     
   388.75000000000000        22.248848410723095     
   391.25000000000006        22.089854355293035     
   393.75000000000000        22.055367097467311     
   396.25000000000006        22.174394389181909     
   398.75000000000000        22.334585036298371     
